respondent,mainbranch,age,country,edlevel,employment,yearscodepro,languageworkedwith,databaseworkedwith,platformworkedwith
20228,I am a developer by profession,29.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Docker;Slack;Windows
20231,I am a developer by profession,26.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,HTML/CSS;Java;JavaScript;PHP,MySQL;SQLite,AWS;Docker
20232,I am a developer by profession,25.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,,Bash/Shell/PowerShell;C;C++;Swift;TypeScript;Other(s):,Elasticsearch;Firebase;SQLite,iOS;MacOS;Windows
20233,I am a developer by profession,36.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,12,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Other(s):,MariaDB;MongoDB;MySQL;Redis,AWS;Docker;Linux
20236,I am a developer by profession,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,C#;HTML/CSS;JavaScript;PHP;SQL,Elasticsearch;MySQL;Redis,Windows
20237,I am a developer by profession,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Elasticsearch;Firebase;MySQL;PostgreSQL;SQLite,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;Slack
20238,I am a developer by profession,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,C#;HTML/CSS;JavaScript,Firebase;Microsoft SQL Server;MySQL,Arduino;Windows;WordPress
20239,I am a developer by profession,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;Scala,DynamoDB;Elasticsearch;MongoDB;Oracle;PostgreSQL;Redis;SQLite,AWS;Docker;Kubernetes;Linux;Raspberry Pi;Slack
20240,I am a developer by profession,38.0,Spain,Some college/university study without earning a degree,Employed full-time,14,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Ruby;Scala;SQL,DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis,Docker;Linux;Slack
20241,I am a developer by profession,27.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,3,C;C++;C#;HTML/CSS;Java;JavaScript;Python;R;SQL,,Android;Microsoft Azure;Slack;Windows;WordPress
20243,"I am not primarily a developer, but I write code sometimes as part of my work",22.0,United States,Some college/university study without earning a degree,Employed full-time,4,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL,MariaDB;MySQL;PostgreSQL;Redis;SQLite,Linux;WordPress
20245,I am a developer by profession,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,Bash/Shell/PowerShell;Clojure;Go;Python;Ruby,Elasticsearch;PostgreSQL,Docker;Linux;MacOS
20246,"I am not primarily a developer, but I write code sometimes as part of my work",24.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,1,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;R;SQL;VBA,MySQL;PostgreSQL;SQLite,Google Cloud Platform
20248,I am a developer by profession,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,Bash/Shell/PowerShell;JavaScript;PHP;SQL,Elasticsearch;MySQL,Linux;MacOS;Slack
20251,I am a developer by profession,24.0,Italy,,Employed full-time,4,JavaScript;SQL;TypeScript,MongoDB;MySQL;SQLite,Android;AWS;Docker;Heroku;Linux;MacOS;Raspberry Pi
20252,I am a developer by profession,28.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript,Firebase;MongoDB,Android;Linux;MacOS;Microsoft Azure;Slack
20254,I am a developer by profession,27.0,Switzerland,Associate degree,Employed full-time,12,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Couchbase;Microsoft SQL Server;MySQL;Redis,Linux;Microsoft Azure;Raspberry Pi;Windows
20255,I am a developer by profession,38.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,14,Bash/Shell/PowerShell;C#;Go;HTML/CSS;Java;Python;TypeScript,Cassandra;Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite,AWS;Docker;Linux;MacOS;Raspberry Pi;Windows
20256,I am a developer by profession,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,C++;Java;JavaScript;Python;R;SQL,Cassandra;DynamoDB;Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Microsoft Azure;Slack;Windows
20257,I am a developer by profession,32.0,Armenia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,HTML/CSS;JavaScript;PHP;Ruby;Swift;TypeScript,MongoDB;MySQL;PostgreSQL;Redis;SQLite,iOS;MacOS
20262,I am a developer by profession,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;Scala;SQL,Cassandra;MariaDB;MySQL;PostgreSQL;Redis;SQLite,Android;Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi
20263,I am a developer by profession,38.0,United States,Some college/university study without earning a degree,Employed full-time,20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;MySQL,Microsoft Azure;Windows
20265,I am a developer by profession,27.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,HTML/CSS;JavaScript;Python;SQL,MariaDB,Docker;Linux;MacOS;Slack
20268,I am a developer by profession,34.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,9,C;Java;JavaScript;Python,Elasticsearch;MongoDB;Microsoft SQL Server,Arduino;Docker;Kubernetes;Linux;MacOS
20272,I am a developer by profession,25.0,Croatia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,Bash/Shell/PowerShell;Python,PostgreSQL;Other(s):,AWS;Docker;Linux
20274,I am a developer by profession,24.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MongoDB;MySQL;SQLite,Linux;MacOS;Microsoft Azure;Slack;Windows;WordPress
20275,I am a developer by profession,26.0,Guatemala,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,JavaScript;Kotlin;Swift,MariaDB;MySQL;Redis,Android;Docker;iOS;Linux;MacOS
20278,I am a developer by profession,26.0,Austria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,6,C#;HTML/CSS;Java;WebAssembly,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite;Other(s):,Android;Docker;Linux;MacOS;Windows
20279,I am a developer by profession,24.0,United States,Some college/university study without earning a degree,Employed full-time,5,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Firebase;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Android;AWS;Docker;Heroku;Linux;MacOS;Raspberry Pi;Slack;Windows
20281,I am a developer by profession,36.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,7,Python;SQL,MySQL;PostgreSQL,MacOS
20284,"I am not primarily a developer, but I write code sometimes as part of my work",35.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,13,C#;HTML/CSS;Java;JavaScript;Python;SQL;VBA,Firebase;Oracle;SQLite,Android;Arduino;Microsoft Azure;Raspberry Pi
20285,I am a developer by profession,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Linux;Microsoft Azure;Raspberry Pi
20287,I am a developer by profession,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Rust;Scala;SQL;Swift;Other(s):,MariaDB;MySQL;PostgreSQL;SQLite,iOS;Linux
20288,I am a developer by profession,23.0,United States,Associate degree,Employed part-time,6,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Objective-C;Python;R;Ruby;SQL;Swift,DynamoDB;Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;iOS;Linux;MacOS;Microsoft Azure;Slack;Windows;WordPress
20289,"I am not primarily a developer, but I write code sometimes as part of my work",32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,11,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;SQL,Elasticsearch;MySQL,Arduino;Linux;Raspberry Pi
20291,I am a developer by profession,46.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,Elixir;JavaScript;Ruby;SQL;TypeScript;Other(s):,Firebase;MySQL;PostgreSQL,Android;Heroku;iOS;Slack;WordPress
20292,I am a developer by profession,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;R;Ruby;SQL;TypeScript,MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Android;Arduino;AWS;Google Cloud Platform;Heroku;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack
20293,I am a developer by profession,29.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,C++;C#;Java;Python;SQL,MongoDB;Microsoft SQL Server,Windows
20295,I am a developer by profession,39.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,18,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Windows
20297,I am a developer by profession,43.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,24,C#;HTML/CSS;JavaScript;PHP;SQL,MySQL;Oracle,Android;Windows;WordPress
20298,I am a developer by profession,23.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,JavaScript;Python,,Android;Arduino;Linux;Raspberry Pi;Windows
20299,I am a developer by profession,30.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,MySQL;Redis,Heroku;Microsoft Azure;Windows
20300,I am a developer by profession,31.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,HTML/CSS;JavaScript;PHP;SQL,Firebase;MariaDB;MySQL;PostgreSQL,Docker;MacOS;Windows
20302,I am a developer by profession,30.0,United Kingdom,Some college/university study without earning a degree,Employed full-time,9,Bash/Shell/PowerShell;C#;F#;Go;JavaScript;SQL,Couchbase;Elasticsearch;Microsoft SQL Server;MySQL;Redis,AWS;Docker;Kubernetes;Linux;Windows
20309,I am a developer by profession,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,HTML/CSS;Java;JavaScript;SQL;TypeScript,MySQL,Docker;Linux;Windows
20310,I am a developer by profession,,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,15,Bash/Shell/PowerShell;Java;JavaScript;Kotlin;Objective-C;PHP,Firebase;MongoDB;Microsoft SQL Server;MySQL;SQLite,Android;iOS;MacOS
20312,I am a developer by profession,24.0,United Arab Emirates,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,DynamoDB;Elasticsearch;MongoDB;MySQL;Redis;SQLite,AWS;Heroku;Raspberry Pi
20314,I am a developer by profession,23.0,Greece,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed part-time,Less than 1 year,Python;Rust,MySQL;SQLite,Docker;Kubernetes;Linux;Windows;WordPress
20315,"I am not primarily a developer, but I write code sometimes as part of my work",30.0,United States,Associate degree,Employed full-time,10,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;VBA,MongoDB;Microsoft SQL Server;MySQL,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack;Windows;WordPress
20319,I am a developer by profession,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,Elasticsearch;Firebase;MongoDB;PostgreSQL;Redis,Arduino;Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi
20321,I am a developer by profession,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;SQLite,Linux;Slack;Other(s):
20323,I am a developer by profession,22.0,United Kingdom,Some college/university study without earning a degree,Employed full-time,Less than 1 year,HTML/CSS;JavaScript,,Other(s):
20324,I am a developer by profession,28.0,Iraq,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,Dart;Python,PostgreSQL,Android;Docker;iOS
20326,I am a developer by profession,27.0,Chile,"Professional degree (JD, MD, etc.)",Employed full-time,3,C#;Java;JavaScript;SQL,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android
20327,I am a developer by profession,23.0,Thailand,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;Ruby;Scala;SQL;TypeScript,Elasticsearch;Firebase;Microsoft SQL Server;MySQL;PostgreSQL,AWS;Docker;Google Cloud Platform;Linux;MacOS;Windows;WordPress
20328,I am a developer by profession,,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;PostgreSQL,Google Cloud Platform;Linux;Microsoft Azure;Slack;Windows
20331,I am a developer by profession,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,Elasticsearch;MongoDB,
20333,I am a developer by profession,22.0,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed part-time,2,C++;C#;Java;Kotlin,Elasticsearch;Firebase;MongoDB;MySQL;SQLite,Android;AWS;Microsoft Azure;Windows
20334,"I am not primarily a developer, but I write code sometimes as part of my work",27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;SQL;VBA,MongoDB;Microsoft SQL Server,Arduino;AWS;Linux;Windows;WordPress
20338,I am a developer by profession,37.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,14,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Redis,Windows
20341,I am a developer by profession,42.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,20,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;Redis,Microsoft Azure;Windows
20342,I am a developer by profession,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,7,C++;C#;HTML/CSS;Java;Objective-C,Firebase;MySQL;SQLite,Android;iOS;MacOS
20343,I am a developer by profession,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,15,Bash/Shell/PowerShell;C;Go;HTML/CSS;JavaScript;PHP;SQL,Elasticsearch;MongoDB;MySQL;PostgreSQL,Linux;MacOS;Raspberry Pi
20344,I am a developer by profession,32.0,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,15,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,Docker;Google Cloud Platform;Kubernetes;Linux
20345,I am a developer by profession,34.0,South Africa,,Employed full-time,11,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Windows
20348,I am a developer by profession,23.0,Nigeria,,Employed part-time,3,HTML/CSS;Java;JavaScript;PHP;SQL,MongoDB;MySQL;SQLite,Android;Docker;Heroku;Linux;Slack
20353,I am a developer by profession,36.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,14,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL,Elasticsearch;Microsoft SQL Server;Oracle;SQLite,AWS;Linux;Windows
20354,I am a developer by profession,46.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL;Other(s):,Microsoft Azure;Windows
20356,I am a developer by profession,39.0,United Kingdom,Some college/university study without earning a degree,Employed full-time,20,Bash/Shell/PowerShell;HTML/CSS;JavaScript,PostgreSQL;Redis,Linux;MacOS;Windows
20357,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;Java;Python;Rust;Swift,PostgreSQL;SQLite,AWS;Heroku;iOS;Kubernetes
20363,I am a developer by profession,34.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,12,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;Oracle;PostgreSQL,Linux;Windows
20364,I am a developer by profession,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Elasticsearch;Firebase;Oracle;Redis;SQLite,Android;Arduino;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack;Windows
20365,I am a developer by profession,36.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,11,Assembly;C;C++;C#;HTML/CSS;JavaScript;Python;SQL;VBA,Microsoft SQL Server;MySQL,Microsoft Azure;Windows
20367,I am a developer by profession,46.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,20,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,MySQL;Redis,AWS;Linux
20369,I am a developer by profession,26.0,Bulgaria,Some college/university study without earning a degree,Employed full-time,4,Java;JavaScript;Kotlin;SQL,Couchbase;MySQL,Android
20375,I am a developer by profession,43.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,20,HTML/CSS;JavaScript;Ruby;SQL,PostgreSQL;Redis,Heroku
20377,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;Go;Ruby;Rust,PostgreSQL;Redis,Docker;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;Slack
20378,I am a developer by profession,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Bash/Shell/PowerShell;C++;C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Windows
20379,I am a developer by profession,36.0,United States,Associate degree,Employed full-time,12,C#;Go;HTML/CSS;JavaScript;Python;R,DynamoDB;Elasticsearch;MySQL;Redis,AWS;Docker;MacOS
20384,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Ruby;Rust;TypeScript,DynamoDB;MySQL,AWS;Docker;Linux;Slack
20385,"I am not primarily a developer, but I write code sometimes as part of my work",29.0,Latvia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,HTML/CSS;Python;SQL;VBA,Microsoft SQL Server;PostgreSQL,Slack;Windows
20386,I am a developer by profession,32.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,10,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Windows
20387,I am a developer by profession,38.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,13,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,DynamoDB;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite,Android;AWS;Docker;iOS;Linux;MacOS;Slack
20388,I am a developer by profession,59.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,22,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,DynamoDB;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis,AWS;Docker;iOS;Kubernetes;Linux;Windows
20390,I am a developer by profession,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Microsoft Azure;Windows
20391,I am a developer by profession,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,HTML/CSS;JavaScript,DynamoDB;Firebase;MongoDB;PostgreSQL,
20393,I am a developer by profession,,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,20,Bash/Shell/PowerShell;C;C++;Java;Python;R;SQL;Other(s):,MariaDB;PostgreSQL;SQLite,Docker;Linux;MacOS;Raspberry Pi;Windows
20394,I am a developer by profession,32.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,Bash/Shell/PowerShell;C;C++;C#;Java;JavaScript;Objective-C;Python;SQL,Elasticsearch;MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite;Other(s):,Android;Arduino;Docker;iOS;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;Windows
20395,I am a developer by profession,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;MySQL,Linux;Windows
20397,I am a developer by profession,26.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,2,Java;JavaScript;Python,Oracle;SQLite,Docker
20399,I am a developer by profession,37.0,Canada,Associate degree,Employed full-time,16,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;TypeScript,Microsoft SQL Server,Microsoft Azure;Windows
20403,I am a developer by profession,38.0,Uganda,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,12,C#;HTML/CSS;JavaScript;PHP;Python;SQL,MySQL;PostgreSQL,AWS;Linux;Windows
20405,I am a developer by profession,33.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,14,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;R;SQL;Other(s):,Cassandra;Oracle,Docker;MacOS;Windows
20406,I am a developer by profession,24.0,India,Some college/university study without earning a degree,Employed full-time,3,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Rust;SQL;Swift;TypeScript;WebAssembly,PostgreSQL;Redis,Docker;Kubernetes;Linux;Microsoft Azure
20407,"I am not primarily a developer, but I write code sometimes as part of my work",32.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)",Employed full-time,5,Bash/Shell/PowerShell;Python,DynamoDB;MongoDB;MySQL;SQLite,AWS;Docker;Heroku;Raspberry Pi;Slack
20408,I am a developer by profession,22.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Windows
20409,I am a developer by profession,43.0,Hungary,Some college/university study without earning a degree,Employed full-time,20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,AWS;Docker;Microsoft Azure;Windows
20411,I am a developer by profession,26.0,Canada,,Employed full-time,6,C#;HTML/CSS;JavaScript;SQL,Elasticsearch;Firebase;Microsoft SQL Server;SQLite,Android;AWS;iOS;MacOS;Microsoft Azure;Windows
20415,I am a developer by profession,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,Go;Python,MySQL;Redis,AWS;Linux
20416,I am a developer by profession,23.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,MongoDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Android;Docker;Linux;Microsoft Azure;Slack;Windows
20417,I am a developer by profession,,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C;C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript;VBA,MySQL;Oracle,Android;Google Cloud Platform;Linux;Windows
20422,I am a developer by profession,36.0,South Africa,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,17,C#;HTML/CSS;JavaScript;PHP;SQL,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,Linux;Windows
20424,I am a developer by profession,32.0,Canada,Associate degree,Employed full-time,3,HTML/CSS;JavaScript;VBA,Elasticsearch;MongoDB,Other(s):
20426,I am a developer by profession,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,3,Go;Java,,Linux;MacOS;Microsoft Azure;Slack;Windows
20427,I am a developer by profession,41.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,11,Java;SQL,Cassandra;MariaDB;MySQL;Oracle;Other(s):,Android;Arduino;Docker;Raspberry Pi
20428,I am a developer by profession,50.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,30,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;JavaScript;SQL;TypeScript;VBA,Microsoft SQL Server;MySQL;Oracle,Windows
20429,I am a developer by profession,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,HTML/CSS;Java;JavaScript;Python;R;Scala;SQL;Swift;TypeScript,DynamoDB;MongoDB;PostgreSQL;Redis,AWS;Docker;Heroku;Slack
20432,I am a developer by profession,28.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,12,Assembly;Bash/Shell/PowerShell;C;C++;Erlang;HTML/CSS;JavaScript;Objective-C;Swift,MongoDB;MySQL;Redis;SQLite;Other(s):,Arduino;iOS;Linux;MacOS;Slack
20436,I am a developer by profession,30.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed part-time,2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;VBA,MySQL,Windows
20437,I am a developer by profession,23.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;Dart,Firebase;MongoDB;SQLite,Android;Slack;Windows
